Temperature (°C),Relative Humidity,UVB Radiation (W/m²),UV Index,UVA Radiation (W/m²),Specific Humidity (g/kg),Relative Humidity (%),Precipitation (mm),Wind Speed (10m) (m/s),"Is Holiday (1=Open, 0=Closed)",Year,Month,Day,Hour,"Weekday (0=Sun, 6=Sat)",Inflation Rate (%),Electric Load (MW)
0.2505502475181348,0.9004090627886842,0.1094629374110367,0.5203041633951582,10.651436560492375,19.377404250115777,0.8955876538727385,0.289874787894671,0.4113554247483563,1,2010,1,1,8,3,0.5807710928928229,47022
0.3130503947860398,0.8703490354638088,0.44924323270031447,2.2313605607520928,22.753452713831283,19.61589578609905,0.8430855122294891,0.27036966737883134,0.42663244327958927,1,2010,1,1,9,3,0.5811933790780045,57283
0.5010379128610318,0.8837552680048769,0.9095381797088855,4.8565216491932786,33.678479882081234,19.556116052534854,0.7625708978950445,0.34970379820443515,0.46492709409755084,1,2010,1,1,10,3,0.5816223743961694,63686
0.6264265267110067,0.8971820011711443,1.2900139801392398,6.6588240919303265,40.177165931488794,19.37664318165856,0.6813895143097762,0.5103977171586382,0.4979323170024291,1,2010,1,1,11,3,0.5808253264735911,65145
0.6261084598899506,0.9103693280638212,1.3693605585800228,6.782365186353684,39.441936031887515,19.315641328542384,0.619962165572556,0.7702196634230846,0.5068999673560199,1,2010,1,1,12,3,0.5816572015216372,65201
0.6261084628617233,0.9202654920389233,1.4200617775040525,7.087028517260139,40.41932815712114,19.2569062924844,0.5808065981325955,1.0297554431208311,0.5056063803778164,1,2010,1,1,13,3,0.5815103380760012,64777
0.5012065275850982,0.9306294496729552,1.2297157533005774,6.107320435898591,36.60294567761977,19.25660638665297,0.5678963104939295,1.1803684974184068,0.49035831162854127,1,2010,1,1,14,3,0.580760132014928,64816
0.5636746724437083,0.9404687465129148,0.9295555509471204,5.031322790316488,31.73511851714232,19.378447979146188,0.5858398477343879,1.1305801585118895,0.46405531380118165,1,2010,1,1,15,3,0.5816320830769234,64633
0.5634507801692993,0.9539231841037216,0.4202598247919771,2.148984339886737,18.068079202915538,19.677873644327434,0.6417972142353532,1.100198222658339,0.4140220395259776,1,2010,1,1,16,3,0.5807021373102682,61129
0.5636339679940486,0.9671334802379941,0.11964192836873329,0.5796162856541942,8.011954187459486,19.86729482379447,0.7112093935763607,1.0195037357099217,0.36063065470259226,1,2010,1,1,17,3,0.5821414033909709,52434
0.5008367921011355,0.9805785339988581,0.009729313507968537,0.047277116607129445,2.5167092316516113,19.986651538909452,0.7995995852888789,0.8802861846200438,0.29171218239276564,1,2010,1,1,18,3,0.5809958153709441,50337
0.4382212892091925,0.9774627528903881,0.0007502849804567547,-0.003820530346178306,0.022385560136474397,19.737367875193165,0.8541678329567972,0.8004255544566078,0.2520290358065529,1,2010,1,1,19,3,0.5809126595642597,52439
0.31311921939984727,0.9737010584721374,-0.0005318184140968464,0.0006862796777885833,-0.016451825508842537,19.556333355155854,0.8714028209814394,0.6701612817991685,0.23830969186695034,1,2010,1,1,20,3,0.5810187465524626,50487
0.31272910007501226,0.9704109111399347,0.0009051201775573658,0.004052877460943029,-0.021607232953642266,19.37790012739708,0.8899664063745844,0.5593232926774092,0.2343496399525204,1,2010,1,1,21,3,0.582113912558857,41586
0.3127631954570851,0.9737308830815411,-0.00020103319832679808,0.00639035272406132,0.0054120478294789305,19.25606413384245,0.9050903197842209,0.560042952778201,0.23434286210924746,1,2010,1,1,22,3,0.5815710028351726,36014
0.31297364256247157,0.9774354537402739,-0.0006567182423491615,-0.00012818515001808336,0.008839093295247185,19.064820407630148,0.9118326200435332,0.6899938440349144,0.25351820245894796,1,2010,1,1,23,3,0.5803014068571368,33537
