Temperature (°C),Relative Humidity,UVB Radiation (W/m²),UV Index,UVA Radiation (W/m²),Specific Humidity (g/kg),Relative Humidity (%),Precipitation (mm),Wind Speed (10m) (m/s),"Is Holiday (1=Open, 0=Closed)",Year,Month,Day,Hour,"Weekday (0=Sun, 6=Sat)",Inflation Rate (%),Electric Load (MW)
0.529119395954035,0.8655037544059968,0.330017276176293,2.1418396848553494,15.28253344321243,18.67620382130828,0.817664461759107,0.5599938379180912,0.29046228074998587,1,2011,7,8,22,1,2.390939194809734,61103
0.2860343655806154,1.0050596750863845,-0.030073789959712494,1.0404305782849588,49.19466434717202,20.276596128668906,0.8318810118037426,0.0023101189686547396,0.44590988732688097,1,2009,2,18,18,3,0.2760999710088853,58933
0.41129116410460004,1.0487563465270555,1.200962420707498,4.214717938136027,17.0671089712702,17.89130633416001,0.668088830830641,0.6804187766714681,0.2415316851667778,1,2009,4,7,4,2,0.64493497064918,28400
0.6565367560362235,0.7387976627651749,0.26863426334179524,-2.3118643504849987,16.348134926540073,18.659731502989946,0.6896052805448415,0.17248861860387754,0.2360456609720491,1,2010,-3,23,12,5,2.1725100350176114,68159
0.32286149268033804,0.7995516138554764,1.1024061373083076,0.5469147177137159,28.831857160253634,18.832743249553367,0.7294545741845039,-0.09569086988550762,0.20714811085038812,1,2009,6,16,18,3,1.4946913002461093,48569
0.45190824761316645,0.9084689646006001,-0.00690969622470422,1.1180071829425147,13.600272847736337,19.27123632653677,0.5580238696144258,0.29397061259813495,0.5422988287700432,1,2010,7,14,16,-1,2.2673179160307524,64373
0.45817744097856145,0.7537261902174306,1.346257651580661,4.416691435686261,49.08246515988485,19.427175370770865,0.6036335410075989,0.32259893317176813,0.3463057149354068,0,2009,4,19,4,2,0.5386132781953439,59263
0.46055107954190955,0.9590787738414761,-0.17483099065581764,1.5462673660322528,25.24734960487882,15.909959467276554,0.7733833854089132,0.4502205447194842,0.2706040742901141,1,2010,13,9,16,7,0.23707420877596874,71556
0.5071333005363795,0.9177217600142249,0.799676242045372,4.8094786890816135,-11.939370320087166,19.275278645042857,0.743630668741049,0.3995985765798634,0.341720377843558,1,2009,9,12,4,2,1.5110485496598698,36461
0.45574741761030824,0.9123957689257781,1.2678505366122126,1.7958213630215403,3.2042693631829486,20.144649345783673,0.9674693628322979,0.3574656885704276,0.5087717141410897,1,2010,5,13,21,4,1.0631988135921102,53185
0.22527421356800342,0.810409716207166,0.27634392789988305,-3.95258401183445,1.1956775156875779,17.951135210669705,0.8685658933632356,-0.05651444597838973,0.2494286147611649,1,2009,0,4,18,5,0.39698454734894384,58817
0.3363250619519532,0.8465801818034504,0.0648236579182167,4.572832190210837,32.369572119314725,18.247625770845875,0.6131486546175545,0.03580439922302797,0.28318987164605697,1,2010,4,32,1,-1,1.4741734746612707,25187
0.5153600249788515,0.8995958109885831,0.4853008597922674,0.1186316173558084,-4.7081537289241435,18.940849276994957,0.1865485055897803,0.1265815412935417,0.15659383337011376,1,2010,5,19,13,1,0.9733025742209507,48648
0.5387086924724119,0.8610033731739295,0.40730151306999807,-1.957783001670745,6.2065472037109775,17.444147013507372,0.3836383839155613,0.2322925223830865,0.25864126115646546,1,2010,2,13,16,0,2.0024505380175746,55131
0.2767046571200842,0.6519328685398693,-0.020923919573762773,4.191411336243787,-8.082369596036868,18.11658125984073,0.503877825319737,0.2663980275153565,0.2653362541924341,1,2009,6,21,7,6,1.2464123880520495,55270
0.5872135179116376,1.0035979988328074,0.1261099832872506,-4.146373094068366,6.686693096199816,19.15851974953605,0.6698023927996116,0.6120178838693329,0.35941333741986325,1,2010,9,12,8,6,1.4828705002186784,76852
0.32478368592308815,0.8548500561112016,1.0633238721633549,1.9302122079960478,-2.0761827557792927,18.663452163455148,0.9769015356725805,-0.39965824482104395,0.09506144307436992,1,2010,6,8,5,4,0.8790221960441154,40278
0.47136601719260623,0.8389673404294193,-0.3067872987216119,2.380122029809952,37.48620602211311,21.022090245549002,0.8649208159288139,0.6630798671575995,0.24580065247283922,1,2010,10,32,-3,3,2.3055730714110103,48582
0.4464986026656129,0.987316406097243,1.2952672002872445,4.752314457158069,10.278426495791734,17.393985000284168,0.8567303429939022,0.13998495790268609,0.5533768943760258,1,2010,0,28,9,3,1.0193412012917047,63720
0.24589328664828597,0.8245236778078072,-0.27260791639770476,-2.8036053068444136,39.114220194809285,18.276220466128176,0.7611035304556328,0.3177679300911955,0.29718304363394965,1,2010,7,19,6,1,1.0432972670969747,54080
0.3615220344952102,0.7124578597641652,0.8645192224139113,3.227036299819831,8.041061590410623,20.188235789971706,0.22563415636415768,0.530839087441598,0.45715455229048846,1,2010,6,35,18,6,0.3058242577575372,27083
0.04121286723256107,0.7989660368522679,1.2490301686705991,5.493157983079872,23.735731140630705,19.83939203971316,0.36990749285099633,0.9330759135158918,0.39967203832014214,1,2010,7,9,19,5,1.4208556913285508,44247
0.3399156444231425,0.9864796164856341,-0.040156458154516406,-0.02503707526093857,-17.471326490271892,19.11104213244774,0.8328902628287322,-0.27603485941534867,0.5502019108241114,0,2009,7,29,8,0,0.4385830101798912,39383
0.6344642203092741,0.7187299262742294,0.7914490194460847,0.15067472471280907,10.727766961175071,16.852627970194806,0.47630402909609465,0.045896856736248326,0.5196837166640849,0,2010,12,8,0,2,0.7761966270240236,14647
0.06636585972242037,0.6032773539268698,0.28500108817326997,4.203213155761993,-18.85279162867102,19.52947206129414,0.7616963619490533,0.17144899231425859,0.48278610311148307,1,2010,8,4,14,-1,0.7192830698654784,74853
0.25389873636120297,0.765473975808468,-0.5576826884831253,3.3385122323517384,-6.617613219880154,20.919031526032832,0.46230553921588036,-0.11460646086608811,0.6418019907203496,0,2008,9,24,3,3,1.2775296636158338,34686
0.3276508818875118,0.892344899629287,0.4716749047193277,0.191006083273773,17.120704743529004,19.996159086615307,0.32281797126372014,0.2533210820233915,0.09540002423631913,1,2009,7,4,18,4,1.2162499560597118,33493
0.024723612082143853,0.9809197722595511,0.08702617222275233,2.7552308727463544,30.68452544258082,18.63870327820608,0.46307683332113286,0.679339952710234,0.37246906030226873,0,2009,7,21,15,-1,1.7631213845646487,42788
